//ERROR: FILE TOO LARGE FOR MACHINE TRANSLATION

GENOTYPE        MEMBRANE IDENTIFIER              LOCAL DESIGNATION          LOCAL ID  LOCAL HSU LOCATION  LOCAL STATUS
TMYXTPPZ30VHCA  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  James Garza                O-9232    722Z2U7             Deceased
TMYXTPPZ30VHCA  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  James Garza                O-3306    A6AY7FY             Deceased
TMYXTPPZ30VHCA  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  James Garza                O-9132    JLNR308             Inactive
TMYXTPPZ30VHCA  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  James Haynes               O-7208    AZEUI43             Active
TMYXTPPZ30VHCA  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  James Montesano            O-2657    KI15213             Deceased
TMYXTPPZ30VHCA  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  James Garza                O-1651    V14CDZK             Active
TMYXTPPZ30VHCA  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  James Morisette            O-1653    MXSXR7Y             Active
TMYXTPPZ30VHCA  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  James Garza                O-4442    HX0EKB7             Active
TMYXTPPZ30VHCA  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  James Garza                O-9661    CYFUZD0             Inactive
TMYXTPPZ30VHCA  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  James Garza                O-8678    YJ3EO4X             Deceased
TMYXTPPZ30VHCA  M-QRUQ-5OZC-0IB4-VNF9-2FJ9-M0WY  James Garza                O-9646    USOZBXX             Inactive
TMYXTPPZ30VHCA  M-ZEIW-5V8R-IU1I-7T68-7D0W-BNCB  James Garza                O-4816    BV616EC             Unknown
TMYXTPPZ30VHCA  M-MZ9N-1A60-5510-FCHF-JTWB-V6CJ  James Garza                O-7159    UB0RZ6T             Active
TMYXTPPZ30VHCA  M-JLBI-99XM-CHJF-VUZH-XBNB-2G35  James Garza                O-6039    CZSOVUX             Active
TMYXTPPZ30VHCA  M-6VNR-1BPQ-X0EQ-9Y05-HOX7-2CTY  James Garza                O-3778    OZSCCBW             Active
TMYXTPPZ30VHCA  M-4ONU-TAQC-SGMO-WGVB-23S5-QJH8  James Garza                O-5676    FLOJOJB             Inactive
TMYXTPPZ30VHCA  M-KR3N-S5C4-CYWM-X47W-JC72-LLJB  James Garza                O-2977    DI329XE             Active
TMYXTPPZ30VHCA  M-3WF9-TYIV-HPJB-GDUW-ESM7-TJO7  James Garza                O-7924    HCWZ7ER             Inactive
TMYXTPPZ30VHCA  M-65VO-LPW9-H2T6-0DKN-QBEI-V5QG  James Roberts              O-7437    35LPDAX             Inactive
TMYXTPPZ30VHCA  M-RKY3-9MSU-HHCX-D4K1-2K4O-TY6B  James Garza                O-6257    5OY3CPP             Inactive
TMYXTPPZ30VHCA  M-H8QR-EGMB-PO6A-0394-K9YT-AWKW  James Garza                O-8561    ZMIKXR9             Inactive
TMYXTPPZ30VHCA  M-1NQK-ABX3-OXVA-5AQB-4BHY-7JB8  James Garza                O-3764    QZVW7TG             Inactive
TMYXTPPZ30VHCA  M-K9ET-ANAV-Y4Z1-0CAN-1DWC-H89J  James Garza                O-6035    X5NE7FL             Active
TMYXTPPZ30VHCA  M-TWY8-OWYS-LR9B-7D2A-WAMA-KYL2  James Garza                O-9880    PD3LJOH             Deceased
TMYXTPPZ30VHCA  M-B364-X80M-A4AN-ZCGB-GHPI-C9QY  James DeVine               O-4083    4E86HZS             Deceased
TMYXTPPZ30VHCA  M-KVQH-W884-L67V-Z34N-0XAD-CPLU  James Garza                O-9144    ZOOKWRM             Active
TMYXTPPZ30VHCA  M-4K4C-JC0C-NIUB-STZB-5FB3-EUMM  James Garza                O-9899    GZ3GQQH             Inactive
TMYXTPPZ30VHCA  M-NCSO-8NV4-K5ML-D6VJ-F5HQ-J34H  James Garza                O-4248    SLYFKDK             Deceased
TMYXTPPZ30VHCA  M-79H6-NSPJ-8RZG-TLDA-WZ1X-GO89  James Garza                O-5270    IO9OD1W             Deceased
TMYXTPPZ30VHCA  M-U2XJ-N5DU-ILR9-GYR2-PDMW-GOZ4  James Chang                O-7315    UX0Z4Y7             Active
TMYXTPPZ30VHCA  M-1H3T-BHAT-BHMU-4F6C-NF8I-4E48  James Garza                O-7564    R84LX9J             Inactive
TMYXTPPZ30VHCA  M-I9HD-BL2F-D2SF-CTSA-L888-M67J  James Hetman               O-4441    OAF27AM             Active
TMYXTPPZ30VHCA  M-HKIB-QQAW-N5LC-96RZ-PHRC-X0A4  James Bartlett             O-1563    3J17VHR             Inactive
TMYXTPPZ30VHCA  M-W776-G6VL-B761-D1YW-162G-IPAO  James Badik                O-8314    9P6S00V             Active
TMYXTPPZ30VHCA  M-QISE-O4WQ-KOOS-TEPR-JAAC-A0WY  James McCall               O-9526    CDQW1JB             Deceased
TMYXTPPZ30VHCA  M-S5K0-74VH-6SP7-NR7H-LPRY-MGCX  James Garza                O-5995    M43WDA4             Active
TMYXTPPZ30VHCA  M-QL6I-P8O0-W4WT-U5TP-2HVA-YSE2  James Garza                O-1454    O3VF1K1             Active
TMYXTPPZ30VHCA  M-C30U-J7LM-2XKW-7N18-EZLS-5OXP  James Kerr                 O-4759    N82IQQR             Inactive
TMYXTPPZ30VHCA  M-6B6F-UC88-HDFV-H3RZ-TJ06-V7SO  James Garza                O-2304    S827JXM             Active
TMYXTPPZ30VHCA  M-PX59-GV7Y-GLYH-AG20-YLO3-IG0K  James Garza                O-3485    7YGG0KQ             Inactive
TMYXTPPZ30VHCA  M-IV9V-X039-TRZ6-G81V-GQP6-FJYN  James McMurry              O-2587    P7KRGWV             Active
TMYXTPPZ30VHCA  M-RAHK-SYGJ-7V1V-WLBP-RZYT-Q5T0  James Garza                O-5496    VKM9P4Y             Deceased
TMYXTPPZ30VHCA  M-T3X2-04F8-6WEX-STQ4-KQ9V-HG94  James Garza                O-5457    EXOL2U3             Active
TMYXTPPZ30VHCA  M-PAOQ-UF6V-QR0Z-AOTD-Q3YA-HO68  James Garza                O-8566    5AZ4NRQ             Deceased
TMYXTPPZ30VHCA  M-I3I9-57TN-32NZ-PYN1-ZTGB-3146  James Garza                O-5904    FP9A9K7             Active
TMYXTPPZ30VHCA  M-76FO-R8XB-DPI1-66ZS-8M5I-B3X1  James Vazquez              O-6583    BS0J457             Deceased
TMYXTPPZ30VHCA  M-P7LY-H5FR-9LC9-2F65-FMW9-QW42  James Garza                O-2681    XQ833X2             Active
TMYXTPPZ30VHCA  M-3XCQ-5V5E-JN8T-X93I-K01V-4003  James Garza                O-6605    B1570WT             Deceased
TMYXTPPZ30VHCA  M-QACZ-GXL2-DT4T-2YVN-Q80O-GMHG  James Garza                O-8465    6VX3EEQ             Inactive
TMYXTPPZ30VHCA  M-SOZZ-4J7C-7JA5-TF7V-CFQE-EJPV  James Garza                O-8910    5M8QT0C             Inactive
TMYXTPPZ30VHCA  M-FOE5-AMWD-26G2-8V84-V1WS-YZ4K  James Meakins              O-5633    FXB8Z6H             Inactive
TMYXTPPZ30VHCA  M-BELA-6DBI-8DUQ-EBCU-W7DW-8EWR  James Garza                O-3556    U0BT4YD             Active
TMYXTPPZ30VHCA  M-HWTM-X77P-T345-AWHZ-4845-BRZT  James Garza                O-8516    XECJYOF             Deceased
TMYXTPPZ30VHCA  M-ZB60-WHL7-S43J-TYVB-FE6K-HHUA  James Garza                O-6299    6CQZ0Q2             Deceased
TMYXTPPZ30VHCA  M-0N1A-J1QZ-6AXV-BH3M-S7NG-37FF  James Garza                O-9267    DANK6Z5             Active
TMYXTPPZ30VHCA  M-M306-VOLR-R5AI-PLX1-ODMT-B9A8  James Combs                O-4487    E38B0LL             Inactive
TMYXTPPZ30VHCA  M-LU2J-3OH2-IVXQ-BTES-YFEF-GU6G  James Garza                O-4989    4WJKQMH             Deceased
TMYXTPPZ30VHCA  M-KW2Z-UVEN-31VA-WBXD-YHA3-XH04  James Garza                O-2446    I5H5M7J             Unknown
TMYXTPPZ30VHCA  M-8455-5410-YV9H-VRHW-RKWJ-8D6W  James Garza                O-4549    UVJ8PPR             Inactive
TMYXTPPZ30VHCA  M-SBR8-UCTC-6710-0JR8-A4MA-CQRH  James Garza                O-4761    0YJ78IT             Active
TMYXTPPZ30VHCA  M-AOMM-UQ54-8JN4-N2GV-C6LY-ZR5H  James Garza                O-8965    KEH8C3B             Unknown
TMYXTPPZ30VHCA  M-3YID-15UB-TJ8F-ZGSP-B62R-6XVH  James Garza                O-3474    QGOJEV5             Active
TMYXTPPZ30VHCA  M-X07F-E3RS-SFT6-I1DC-YLKD-3B65  James Garza                O-6388    EFPU1VT             Active
TMYXTPPZ30VHCA  M-O6W3-YOLG-DBQA-7O70-2QWU-WWHJ  James Garza                O-9533    IZCK64E             Active
TMYXTPPZ30VHCA  M-302U-MRNW-4C1H-GX3E-3N3G-LCEJ  James Garza                O-2164    8ANRDY7             Active
TMYXTPPZ30VHCA  M-NULN-OLI1-ZMA8-V03V-X3G5-XZTE  James Garza                O-5004    197JEHE             Unknown
TMYXTPPZ30VHCA  M-WR1J-2A70-VTG1-G9HT-39S4-X4TC  James Apperson             O-5666    P5ZL3WV             Inactive
TMYXTPPZ30VHCA  M-THTS-6IVY-AG17-U98Z-OJNC-UCPX  James Edwards              O-6676    S4MGXAC             Active
TMYXTPPZ30VHCA  M-VWCY-HZQ1-7YZV-QP4N-7S1A-IK93  James Garza                O-5312    PFXG97S             Deceased
TMYXTPPZ30VHCA  M-A3PO-RRSR-267J-G7QL-ZA95-KNI9  James Garza                O-4149    FB2A77N             Inactive
TMYXTPPZ30VHCA  M-O9FB-KPPK-XIYO-JCJQ-GH2U-SVH9  James Garza                O-6503    GRKXOO3             Active
TMYXTPPZ30VHCA  M-CPKH-LETW-UQAS-MRHN-QWV7-JCCX  James Garza                O-5797    3N9CHSP             Active
TMYXTPPZ30VHCA  M-1TYD-UXR3-2F85-EH9T-ZB32-B1EZ  James Garza                O-8261    FAKQX5M             Deceased
TMYXTPPZ30VHCA  M-APD5-9J0A-NXQ2-PQB6-9HZG-SLIJ  James Garza                O-5502    3JDEJVJ             Active
TMYXTPPZ30VHCA  M-XCIH-IKVA-P9CF-TV4T-P8SQ-0GEI  James Garza                O-7936    37K6YIL             Unknown
TMYXTPPZ30VHCA  M-9624-B7GY-G4H6-AT1D-CQNP-N6MN  James Garza                O-5504    MBTIVJV             Unknown
TMYXTPPZ30VHCA  M-NG1T-32TQ-89HL-R18R-3N8Z-O7S5  James Garza                O-7970    2YD1PCA             Inactive
TMYXTPPZ30VHCA  M-GOOJ-3Y5D-UPQ5-FW5O-L18B-LQVK  James Garza                O-4587    ARUJCBM             Active
TMYXTPPZ30VHCA  M-S5W9-8X9Q-X5NO-OJWJ-EE1C-KDMG  James Murer                O-9684    IHSF3TA             Deceased
TMYXTPPZ30VHCA  M-STOW-8RT0-3D18-C5E7-PAHJ-JQAC  James Garza                O-5659    QZGSJE3             Inactive
TMYXTPPZ30VHCA  M-EY7H-YTAO-TPQO-IMRG-MWVK-RYHI  James Garza                O-4643    81ICV1B             Active
TMYXTPPZ30VHCA  M-94WJ-5C7C-TMSJ-TLBJ-CNPW-OZYC  James Garza                O-8089    VAN3SI3             Inactive
TMYXTPPZ30VHCA  M-TB7X-4ZUP-RYI4-61TQ-SO56-4HWA  James Garza                O-7270    PZXWH8E             Unknown
TMYXTPPZ30VHCA  M-UMIE-JU3J-FUZ4-FJH3-1C25-DGML  James Garza                O-4041    4AD2ZUM             Active
TMYXTPPZ30VHCA  M-38DA-42HM-O7CS-RQG6-49ZM-BZLI  James Garza                O-9006    87IG8HC             Deceased
TMYXTPPZ30VHCA  M-GBE2-P16N-96KK-R3ON-MNPH-HYLL  James Glick                O-3282    ZMHQJLW             Deceased
TMYXTPPZ30VHCA  M-55AE-RAJE-X432-YP6X-AYTU-G5PB  James Garza                O-2501    HFLLKHA             Active
TMYXTPPZ30VHCA  M-UL9Y-KDBR-026U-0258-XGXW-9WY7  James Garza                O-6872    9S6CFYD             Active
TMYXTPPZ30VHCA  M-Q1HS-F0FA-P8UG-BU4T-3MC5-TM6I  James Garza                O-4350    0EJ6GZW             Active
TMYXTPPZ30VHCA  M-2U79-H2C8-WBIS-6SL9-X5E2-IZ7C  James Garza                O-8754    CEXTB10             Active
TMYXTPPZ30VHCA  M-LE3X-T3ND-49ZV-3F2X-6WT9-MLXL  James Garza                O-3588    NPF7XRX             Deceased
TMYXTPPZ30VHCA  M-ADHX-IEAD-W4YD-9OO3-YEY6-20GS  James Garza                O-5909    52RONL9             Active
TMYXTPPZ30VHCA  M-DR5V-G70A-QSXQ-V04Z-9W88-RYXS  James Grimes               O-9684    OMD3S88             Inactive
TMYXTPPZ30VHCA  M-HZLH-X0SJ-7ZU1-JO6Y-EXXR-18H8  James Garza                O-6265    H7UDW9E             Inactive
TMYXTPPZ30VHCA  M-K87F-1HBP-3NOR-WSNZ-9NT6-FCQU  James Garza                O-7047    AX1JPJV             Active
TMYXTPPZ30VHCA  M-0J43-BG0J-SM7Y-3MRZ-YF85-APCV  James Garza                O-4101    D0ESHQ5             Active
TMYXTPPZ30VHCA  M-K7RN-OK2H-RMPS-NHNX-WE9J-VY6W  James Garza                O-1583    M2S2NXY             Unknown
TMYXTPPZ30VHCA  M-63IA-EVUK-HITE-YN4H-UZGQ-79MQ  James Garza                O-3543    2T0T31G             Deceased
TMYXTPPZ30VHCA  M-1KJ5-Q29W-A4RV-B1D6-1ELE-YJ9I  James Garza                O-6980    SV3BRT4             Deceased
TMYXTPPZ30VHCA  M-J1Z6-RQZ6-R2J3-LZ4O-I6E3-6JF3  James Garza                O-7420    EZF7CNL             Inactive
TMYXTPPZ30VHCA  M-WKY2-XH1S-LAVY-DDET-EUDJ-RJUC  James Garza                O-5471    V9KLRC5             Active
TMYXTPPZ30VHCA  M-J661-FFMA-W5KH-17JK-A1RL-DFLF  James Armstrong            O-1398    ECLIMQI             Inactive
TMYXTPPZ30VHCA  M-2UYM-F5LM-ZVS1-KAMG-XVCH-362H  James Garza                O-1930    EAZWSPV             Active
TMYXTPPZ30VHCA  M-L3J0-2J9D-V09V-QA40-U7SG-OR99  James Garza                O-9946    FLRZ6BH             Inactive
TMYXTPPZ30VHCA  M-OLXR-DDM5-2RBM-WVUP-VOGU-B1ZX  James Garza                O-6076    DN4LKMG             Inactive
TMYXTPPZ30VHCA  M-0MX5-OV23-3JLR-VSAR-OD39-8SE8  James Garza                O-9227    UPILZKN             Deceased
TMYXTPPZ30VHCA  M-NCUA-LP8X-VA01-QQQG-YHSN-JD4D  James Garza                O-1169    TS2FDVA             Inactive
TMYXTPPZ30VHCA  M-OYF7-8ZYI-IYSM-B2RO-KY5V-1JB8  James Garza                O-7786    YPLU70P             Active
TMYXTPPZ30VHCA  M-WXL0-90ZK-HQVX-KAY5-LRT1-8EE5  James Garza                O-8471    Y3VUBXB             Deceased
TMYXTPPZ30VHCA  M-0ECV-HJLF-XHLL-O7JR-9HEU-G4EJ  James Garza                O-2511    ZQ7CDCT             Deceased
TMYXTPPZ30VHCA  M-99JK-ZJ9R-SQA5-YDC8-FQAD-ZNRN  James Garza                O-7965    VRL2EHW             Deceased
TMYXTPPZ30VHCA  M-IC20-ATY6-A2VI-9BPN-H327-7N25  James Garza                O-3928    2YU3QHO             Inactive
CYZULRXOAREAJM  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  Javier Martinez            GO-7728   7T1MW06             Active
CYZULRXOAREAJM  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  Javier Perez               GO-9107   VW0XXM4             Active
CYZULRXOAREAJM  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  Javier Martinez            GO-8793   B5C9TRD             Active
CYZULRXOAREAJM  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  Javier Martinez            GO-5147   7912S35             Inactive
CYZULRXOAREAJM  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  Javier Martinez            GO-5439   FA1VPW1             Active
CYZULRXOAREAJM  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  Javier Martinez            GO-8112   7GZRLX9             Deceased
CYZULRXOAREAJM  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  Javier Hambleton           GO-8476   4VFR520             Active
CYZULRXOAREAJM  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  Javier Martinez            GO-3043   3S460K9             Inactive
CYZULRXOAREAJM  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  Javier Martinez            GO-9815   TATD6AQ             Inactive
CYZULRXOAREAJM  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  Javier Martinez            GO-5534   W9CHZCE             Active
CYZULRXOAREAJM  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  Javier Martinez            GO-3140   ZMRI3EC             Active
CYZULRXOAREAJM  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  Javier Martinez            GO-9360   OVLXBFL             Deceased
CYZULRXOAREAJM  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  Javier Martinez            GO-9739   S6YZL1N             Inactive
CYZULRXOAREAJM  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  Javier Martinez            GO-4139   FGOOWSI             Unknown
CYZULRXOAREAJM  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  Javier Martinez            GO-4418   WCJFZVD             Active
CYZULRXOAREAJM  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  Javier Martinez            GO-9886   FMY6G7F             Inactive
CYZULRXOAREAJM  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  Javier Martinez            GO-3781   OIP55ED             Unknown
CYZULRXOAREAJM  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  Javier Martinez            GO-3124   COSOL1T             Inactive
CYZULRXOAREAJM  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  Javier Martinez            GO-8077   GD3HW42             Inactive
CYZULRXOAREAJM  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  Javier Martinez            GO-8249   TBSMTHN             Inactive
CYZULRXOAREAJM  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  Javier Martinez            GO-3057   T93F4H1             Inactive
CYZULRXOAREAJM  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  Javier Martinez            GO-8622   78T1NFT             Inactive
CYZULRXOAREAJM  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  Javier Martinez            GO-7585   X11N4U8             Active
CYZULRXOAREAJM  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  Javier Martinez            GO-3122   I4ZUDN4             Unknown
CYZULRXOAREAJM  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  Javier Martinez            GO-2320   G6SL6ZS             Deceased
CYZULRXOAREAJM  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  Javier Martinez            GO-1023   OYIRT1I             Deceased
CYZULRXOAREAJM  M-QRUQ-5OZC-0IB4-VNF9-2FJ9-M0WY  Javier Martinez            GO-4902   EKPIYI5             Deceased
CYZULRXOAREAJM  M-ZEIW-5V8R-IU1I-7T68-7D0W-BNCB  Javier Martinez            GO-8339   K18ZXPL             Deceased
CYZULRXOAREAJM  M-MZ9N-1A60-5510-FCHF-JTWB-V6CJ  Javier Martinez            GO-7364   EDU1371             Active
CYZULRXOAREAJM  M-JLBI-99XM-CHJF-VUZH-XBNB-2G35  Javier Obornik             GO-7325   CAPQPAJ             Active
CYZULRXOAREAJM  M-6VNR-1BPQ-X0EQ-9Y05-HOX7-2CTY  Javier Martinez            GO-4851   CS6K2ZD             Inactive
CYZULRXOAREAJM  M-4ONU-TAQC-SGMO-WGVB-23S5-QJH8  Javier Tarlecki            GO-5614   UJLOE86             Inactive
CYZULRXOAREAJM  M-KR3N-S5C4-CYWM-X47W-JC72-LLJB  Javier Martinez            GO-1986   EUWJKHJ             Inactive
CYZULRXOAREAJM  M-3WF9-TYIV-HPJB-GDUW-ESM7-TJO7  Javier Chalenko            GO-9431   VYZZ4RC             Active
CYZULRXOAREAJM  M-65VO-LPW9-H2T6-0DKN-QBEI-V5QG  Javier Martinez            GO-3237   KA1JIWH             Inactive
CYZULRXOAREAJM  M-RKY3-9MSU-HHCX-D4K1-2K4O-TY6B  Javier Martinez            GO-2490   JBO4ZHU             Inactive
CYZULRXOAREAJM  M-H8QR-EGMB-PO6A-0394-K9YT-AWKW  Javier Patel               GO-8942   4JMZ847             Active
CYZULRXOAREAJM  M-1NQK-ABX3-OXVA-5AQB-4BHY-7JB8  Javier Martinez            GO-6999   P3HE39R             Active
CYZULRXOAREAJM  M-K9ET-ANAV-Y4Z1-0CAN-1DWC-H89J  Javier Martinez            GO-3441   4HU8HBJ             Active
CYZULRXOAREAJM  M-TWY8-OWYS-LR9B-7D2A-WAMA-KYL2  Javier Martinez            GO-8945   JTE6MZ5             Inactive
CYZULRXOAREAJM  M-B364-X80M-A4AN-ZCGB-GHPI-C9QY  Javier Allard              GO-1129   THPV9Y0             Active
CYZULRXOAREAJM  M-KVQH-W884-L67V-Z34N-0XAD-CPLU  Javier Martinez            GO-9345   PMA6WF5             Active
CYZULRXOAREAJM  M-4K4C-JC0C-NIUB-STZB-5FB3-EUMM  Javier Martinez            GO-3117   GUEPWZP             Deceased
CYZULRXOAREAJM  M-NCSO-8NV4-K5ML-D6VJ-F5HQ-J34H  Javier Martinez            GO-6195   446RGLV             Unknown
CYZULRXOAREAJM  M-79H6-NSPJ-8RZG-TLDA-WZ1X-GO89  Javier Martinez            GO-7427   ZH2VFC6             Inactive
CYZULRXOAREAJM  M-U2XJ-N5DU-ILR9-GYR2-PDMW-GOZ4  Javier Perez               GO-8038   W2T3L1O             Active
CYZULRXOAREAJM  M-1H3T-BHAT-BHMU-4F6C-NF8I-4E48  Javier Martinez            GO-5619   4TCU6OC             Unknown
CYZULRXOAREAJM  M-I9HD-BL2F-D2SF-CTSA-L888-M67J  Javier Shields             GO-6521   9AR09PY             Active
CYZULRXOAREAJM  M-HKIB-QQAW-N5LC-96RZ-PHRC-X0A4  Javier Martinez            GO-4606   MSD3NFZ             Inactive
CYZULRXOAREAJM  M-W776-G6VL-B761-D1YW-162G-IPAO  Javier Martinez            GO-4833   FIKRC8U             Inactive
CYZULRXOAREAJM  M-QISE-O4WQ-KOOS-TEPR-JAAC-A0WY  Javier Martinez            GO-3497   2VVL8AA             Deceased
CYZULRXOAREAJM  M-S5K0-74VH-6SP7-NR7H-LPRY-MGCX  Javier Martinez            GO-7142   K47K7SZ             Unknown
CYZULRXOAREAJM  M-QL6I-P8O0-W4WT-U5TP-2HVA-YSE2  Javier Martinez            GO-7603   HL5FWHJ             Deceased
CYZULRXOAREAJM  M-C30U-J7LM-2XKW-7N18-EZLS-5OXP  Javier Chesney             GO-4633   JQA7VZZ             Active
CYZULRXOAREAJM  M-6B6F-UC88-HDFV-H3RZ-TJ06-V7SO  Javier Inglis              GO-9175   L1D3PSG             Active
CYZULRXOAREAJM  M-PX59-GV7Y-GLYH-AG20-YLO3-IG0K  Javier Martinez            GO-5068   O5OBPYB             Deceased
CYZULRXOAREAJM  M-IV9V-X039-TRZ6-G81V-GQP6-FJYN  Javier Martinez            GO-2588   YGSQW97             Deceased
CYZULRXOAREAJM  M-RAHK-SYGJ-7V1V-WLBP-RZYT-Q5T0  Javier Martinez            GO-3796   7PLQ1KT             Inactive
CYZULRXOAREAJM  M-T3X2-04F8-6WEX-STQ4-KQ9V-HG94  Javier Martinez            GO-8996   FVNMLL9             Deceased
CYZULRXOAREAJM  M-PAOQ-UF6V-QR0Z-AOTD-Q3YA-HO68  Javier Martinez            GO-6459   C3RRAT2             Unknown
CYZULRXOAREAJM  M-I3I9-57TN-32NZ-PYN1-ZTGB-3146  Javier Tarlecki            GO-5350   PQEHTHU             Inactive
CYZULRXOAREAJM  M-76FO-R8XB-DPI1-66ZS-8M5I-B3X1  Javier Martinez            GO-4428   JRR9Z1N             Deceased
CYZULRXOAREAJM  M-P7LY-H5FR-9LC9-2F65-FMW9-QW42  Javier Martinez            GO-3474   L1MYHXJ             Deceased
CYZULRXOAREAJM  M-3XCQ-5V5E-JN8T-X93I-K01V-4003  Javier Martinez            GO-5692   JAYDNCW             Active
CYZULRXOAREAJM  M-QACZ-GXL2-DT4T-2YVN-Q80O-GMHG  Javier Martinez            GO-7214   MB8WQER             Inactive
CYZULRXOAREAJM  M-SOZZ-4J7C-7JA5-TF7V-CFQE-EJPV  Javier Martinez            GO-4988   8GJHC85             Deceased
CYZULRXOAREAJM  M-FOE5-AMWD-26G2-8V84-V1WS-YZ4K  Javier Martinez            GO-4658   E6NWTV0             Active
CYZULRXOAREAJM  M-BELA-6DBI-8DUQ-EBCU-W7DW-8EWR  Javier Martinez            GO-7390   BE325SG             Deceased
CYZULRXOAREAJM  M-HWTM-X77P-T345-AWHZ-4845-BRZT  Javier Martinez            GO-2483   PQDFF87             Active
CYZULRXOAREAJM  M-ZB60-WHL7-S43J-TYVB-FE6K-HHUA  Javier Martinez            GO-6458   QTNIW6N             Active
CYZULRXOAREAJM  M-0N1A-J1QZ-6AXV-BH3M-S7NG-37FF  Javier Martinez            GO-4017   VDQFYOF             Unknown
CYZULRXOAREAJM  M-M306-VOLR-R5AI-PLX1-ODMT-B9A8  Javier Martinez            GO-6454   ELR3Q5K             Unknown
CYZULRXOAREAJM  M-LU2J-3OH2-IVXQ-BTES-YFEF-GU6G  Javier Martinez            GO-7507   6F3UVLS             Active
CYZULRXOAREAJM  M-KW2Z-UVEN-31VA-WBXD-YHA3-XH04  Javier Vazquez             GO-7056   0FC7A8Y             Active
CYZULRXOAREAJM  M-8455-5410-YV9H-VRHW-RKWJ-8D6W  Javier Sumner              GO-1950   MAN6ZNQ             Inactive
CYZULRXOAREAJM  M-SBR8-UCTC-6710-0JR8-A4MA-CQRH  Javier Martinez            GO-9285   AMXGEAK             Deceased
CYZULRXOAREAJM  M-AOMM-UQ54-8JN4-N2GV-C6LY-ZR5H  Javier Martinez            GO-5239   FVLZDWT             Deceased
CYZULRXOAREAJM  M-3YID-15UB-TJ8F-ZGSP-B62R-6XVH  Javier Martinez            GO-9172   OTXBV44             Inactive
CYZULRXOAREAJM  M-X07F-E3RS-SFT6-I1DC-YLKD-3B65  Javier Stewart             GO-6175   7OIYQR2             Inactive
CYZULRXOAREAJM  M-O6W3-YOLG-DBQA-7O70-2QWU-WWHJ  Javier Martinez            GO-7334   KE71R46             Deceased
CYZULRXOAREAJM  M-302U-MRNW-4C1H-GX3E-3N3G-LCEJ  Javier Martinez            GO-9982   2GORKHV             Inactive
CYZULRXOAREAJM  M-NULN-OLI1-ZMA8-V03V-X3G5-XZTE  Javier Rosin               GO-8789   U0I6LF8             Inactive
CYZULRXOAREAJM  M-WR1J-2A70-VTG1-G9HT-39S4-X4TC  Javier Martinez            GO-7058   QZ5ESWD             Inactive
CYZULRXOAREAJM  M-THTS-6IVY-AG17-U98Z-OJNC-UCPX  Javier Martinez            GO-2725   7PSXTS4             Active
CYZULRXOAREAJM  M-VWCY-HZQ1-7YZV-QP4N-7S1A-IK93  Javier Martinez            GO-8001   RO7V1WV             Deceased
CYZULRXOAREAJM  M-A3PO-RRSR-267J-G7QL-ZA95-KNI9  Javier Martinez            GO-5114   NJTKWIN             Active
CYZULRXOAREAJM  M-O9FB-KPPK-XIYO-JCJQ-GH2U-SVH9  Javier Turner              GO-8681   YA1EL33             Inactive
